,ID,Empathy Score,Empathy Score Shifted,Empathy Score Binary,Text,ColumnID,answer changed?,Email1 CE no,Email1 CE yes,Email1 AE no,Email1 AE yes,Email1 CE+AE no,Email1 CE+AE yes,Email2 CE no,Email2 CE yes,Email2 AE no,Email2 AE yes,Email2 CE+AE no,Email2 CE+AE yes
442,83,0,3,0,"Lieber Herr Thiele,    Wie Ihnen ohne Zweifel bekannt ist, sollen alle Großkundenaufträgen über mich laufen. Ich war gestern tatsächlich leider in mehrere Meetings eingebunden, aber Sie hätten mich ja auch über die Firmeninternen Chat-App kontaktieren können; ich hätte ja noch Innerhalb von den Kernarbeitzeit geantwortet und den Fall übernommen.   Ich bestehe also darauf, dass Sie in die Zukunft die verabredete Verhaltensregel respektieren und kurz auf eine Reaktion warten bevor sie agieren.",email2,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,0.0,1,1
443,84,1,4,0,"Sehr geehrter Herr Thiele,  Ich verstehe Ihre Situation.  Bitte prüfen Sie in Zukunft, die Angebote genauer bevor Sie diese abgeben.    Mit freundlichen Grüßen....",email2,1.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,1
444,85,-1,2,0,"Hallo Leon, solch ein Verhalten indem du dich einfach über meine Entscheidungsbefugnis hinwegsetzt kann ich nicht tolerieren. Auch wenn ich in einer Besprechung sitze erwarte ich, dass man mich kontaktiert und kurz die Situation schildert. Ggf hätte auch einfach gewartet werden können, sodass es zu einer Verzögerung kommen wäre, jedoch nicht zu einer derartigen Fehlentscheidung. Solche Entscheidungen sind natürlich sehr schwierig und ich hätte erreichbar sein müssen. Trotzdem wurde von der GF festgelegt, dass ich eine solche Entscheidung nur alleine hätte treffen dürfen. Diese Entscheidung führt zu schwere Konsequenzen und deren Tragweite ist jetzt noch nicht abzusehen",email2,1.0,2.0,0.0,0.0,0.0,2,0,2.0,1.0,0.0,0.0,2,1
445,87,1,4,0,"Sehr geehrter Herr Thiele, mit großem Bedauern habe ich von der Stornierung des Auftrags unserer Großkundin erfahren. Ich kann sehr gut verstehen, dass Sie im Interesse der Kundenzufriedenheit alles versucht haben, den Auftrag auszuführen, um den Kunden nicht zu verlieren. Andererseits hätte ich von Ihnen aber auch erwartet, dass Sie unter allen Umständen versucht hätten, mich zu erreichen, um die Angelegenheit zu vollsten Zufriedenheit der Kundin zu erledigen. Gemeinsam hätten wir sicher eine Lösung gefunden,  um die bestellten Computer in der gewünschten Ausfertigung zu liefern.  Ich bitte Sie daher, sich bei der Kundin für die falsche Lieferung zu entschuldigen",email2,1.0,0.0,1.0,2.0,0.0,2,1,0.0,1.0,0.0,0.0,0,1
446,88,1,4,0,"Natürlich waren Sie hin und her gerissen. Sie wollten das beste für das Unternehmen. Bitte sprechen Sie solche Dinge mit dem Kunden ab, dass er warten muss.",email2,1.0,0.0,1.0,0.0,0.0,0,1,1.0,2.0,0.0,0.0,1,2
447,89,2,5,1,"Sehr geehrter Herr Thiele,   ich verstehe, dass Sie es möglichst gut erledigen wollte und ich schätze Ihre Bemühungen, aber wie ich schon gesagt habe, die Aufträge von unseren größten Kunden bearbeite ich selbst. Sie sollten auf jeden Fall so einen Auftrag mir übergeben.   mfg",email2,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0,2
448,90,2,5,1,Ich finde den Text und meine Wortwahl in Ordnung. DerKunde ist zu wichtig.,email2,0.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,2
449,91,2,5,1,"Sehr geehrter Herr Thiele,   vielen Dank, dass Sie zusätzlich Ihre Aufgaben die Lieferung an den Großkunden in meiner Vertretung noch erledigt haben. Wie Sie bereits erfahren haben, unsere Abteilung hat gerade neue Aufgaben bzgl. der Großkunden übernommen. Die Anfangsphase im Moment ist sehr schwierig. Ich werde nochmal über die jetzige Situation mit Herrn XXX sprechen und versuchen die Arbeitsaufteilung zu optimieren. Bis dahin hoffe ich, dass alle Mitarbeiter:in sich weiterhin bemühen, um die Großkunden zufrieden zu bedienen.",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,2
450,95,1,4,0,"Sehr geehrter Herr Thiele,     auch wenn Sie es nur gut gemeint haben, wurde vereinbart, dass nur ich allein Aufträge in dieser Größenordnung bearbeite. Auch an einem Tag wie dem gestrigen lese ich meine Emails und kann darauf hin meine Arbeiten priorisieren. Ich werde noch einmal persönlich den Hörer in die Hand nehmen und versuchen den Kunden am verlassen zu hindern. Als Konsequenz daraus wird es noch einmal ein persönliches Gespräch zwischen ihnen und mir geben. Weiterhin möchte ich, dass Sie in ihrem Team nachdenken wie wir neue Kunden akquirieren können.    Mit freundlichen Grüßen XYZ",email2,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
451,96,1,4,0,">>Hallo Herr Thiele, wie bereits besprochen ist gestern mit dem Kunden X einiges nicht so gelaufen, wie wir es bisher gehandhabt haben. Da wir gemeinsam für dasWohl des Unternehmen und die Zufriedenheit des Kunden arbeiten,würde ich mich gerne morgen mit Ihnen im Büro unterhalten, wie wir in Zukunft solche Momenta vermeiden können<<",email2,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0,1
452,97,-1,2,0,">>Werter Herr Thiele Da sie wussten das sämtliche Aufträge nur über mich zu laufen haben und ihr eigenmächtiges Verhalten zum Verlust des Kunden führte , kann ich ihr Verhalten und Ihre Vorgehensweise nicht gutheißen. Sie hätten mich vorher unbedingt konsultieren müssen. Da die Situation nun nicht mehr zu ändern ist , werden wir gemeinsam daran arbeiten müssen ,das dies nicht noch einmal vorkommt und versuchen den Kunden umzustimmen.",email2,1.0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1.0,1.0,2,1
453,98,-1,2,0,darüber hinaus hättten sie mehr eigeniniziativ zeigen können und unserer kundin behilflich sein müssen,email2,1.0,1.0,0.0,0.0,1.0,1,1,2.0,0.0,0.0,1.0,2,1
454,99,4,7,1,"Hallo Herr Thiele, vielen Dank für Ihr Engagement gestern in dieser Sache.   Wer arbeitet, dem können Fehler unterlaufen. Es soll hier kein Vorwurf erhoben werden.  Dennoch möchte ich Sie bitten, vor Abgabe des Angebotes solche Vorgänge künftig mir zur Durchsicht zu übergeben. Sie wissen, über Handy, Whats App oder Mail bin ich trotz Besprechungen ja immer für mein Team erreichbar.   Es ist ja durchaus denkbar, dass wir zusammen eine noch besser Lösung für die Sache finden.  mfg",email2,1.0,0.0,1.0,0.0,1.0,0,2,0.0,2.0,0.0,2.0,0,4
455,100,3,6,1,"Sehr geehrter Herr Thiele, ihr Vorgehen kann ich nachvollziehen. Doch der Verlust dieses Großkunden bedeutet einen großen Verlust für den Betrieb. Alle Vorgänge gehen ausnahmslos über mich. Ich werde versuchen den Kunden zu besänftigen. Ich weiß ihre Situation war nicht einfach. Ich hätte wahrscheinlich auch so gehandelt.",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,3.0,0.0,0.0,0,3
456,101,4,7,1,"Lieber Herr Thiele, Vielen Dank, dass Sie sich aufgrund des hohen Zeitdrucks des Auftrags angenommen haben. Gut, dass Sie sich vorab mit anderen Kollegen abgesprochen haben. Ich möchte dabei Ihren Sinn für Eigeninitiative loben. Machen Sie sich bitte nicht zu viele Sorgen.  Ich möchte Sie jedoch bitten, beim nächsten Mal genauer auf die Anforderungen der Kunden zu achten, um Fehllieferungen zu vermeiden. Da es sich bei der Kundin um einen heißen Auftrag handelt und sie nicht angetan ist, möchte ich Sie bitten, ein Entschuldigungsschreiben an die Kundin xy zu verfassen. Ich selbst werde mich ebenfalls bei ihr entschuldigen und ein Versöhnungsangebot schicken. Bei derart dringenden Fällen können Sie mich bitte schriftlich per Mail mit dem Betreff DRINGEND kontaktieren, diese werde ich auch in Meetings anschauen versuchen. Mit Grüßen, Vorgesetzte",email2,1.0,0.0,0.0,0.0,2.0,0,2,0.0,0.0,0.0,4.0,0,4
457,102,1,4,0,"das hätte nicht passieren dürfen, ich hätte eine notfallnummer geben müssen unter der sie mich immer erreichen. Das nächtst Mal bitte unbedingt anrufen. Egal wo ich bin.",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
458,104,2,5,1,Ich kann verstehen was sie gerade durchmachen. Sicher können wir eine Lösung finden,email2,1.0,1.0,0.0,0.0,1.0,1,1,0.0,1.0,0.0,1.0,0,2
459,105,1,4,0,"Sehr geehrter Herr Thiele, wie Ihnen bekannt ist, hat heute einer unserer besten Kunden seine Unzufriedenheit geäußert, um finanzielle Entschädigung gebeten und die weitere Zusammenarbeit gekündigt. Dies steht in direktem Zusammenhang mit Ihrer Entscheidung, den Auftrag entgegen der Vorschriften selbstständig zu bearbeiten. Ich habe Verständnis für Ihr Handeln und bitte diesbezüglich um einen konspirativen Austausch mit Ihnen und den Kollegen der Abteilung, um solche Situationen zukünftig zu vermeiden und mögliche Handlungsoptionen neu festzulegen. Bitte bereiten Sie bis zu diesem Termin eine Stellungnahme zum Vorfall vor.",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
460,106,4,7,1,"Sehr geehrter Herr Thiele,   Während ich verstehe, dass Sie es gut gemeint haben, hat der Ihnen unterlaufene Fehler erhebliche Konsequenzen gehabt.   Aufgrunde der von Ihnen geschilderten Situation, verstehe ich allerdings, dass Sie es gut gemeint haben und Ihnen die Hände gebunden waren. Ich werde mich darum bemühen, dass es in Zukunft eine*n Stellvertreter*in für mich gibt, wenn ich nicht verfügbar bin, um Ihnen solche Situationen in Zukunft zu ersparen.   Freundliche Grüße",email2,1.0,0.0,1.0,0.0,2.0,0,3,0.0,3.0,0.0,1.0,0,4
461,107,5,8,1,"Sehr geehrter Herr Thiele,    ich hoffe es geht Ihnen gut. Ich bin soeben im Büro angekommen und wurde soeben von unserer wichtigen Großkundin informiert, dass ein Auftrag, den Sie gestern bearbeitet haben, fehlerhaft war. Die gelieferten PCs haben nicht die geforderte Leistung und die Kundin hat nun bei einem Konkurrenten gemietet und verlangt eine finanzielle Entschädigung. Außerdem kündigt sie an, in Zukunft nicht mehr bei uns zu bestellen.    Ich bin mir bewusst, dass Sie sich in einer schwierigen Lage befanden und im Sinne der Kundenzufriedenheit gehandelt haben. Ich kann verstehen, dass Sie sich schlecht fühlen und es Ihnen leidtut.    Trotzdem ist es wichtig zu beachten, dass Ihr eigenmächtiges Handeln zum Verlust eines wichtigen Kunden führen könnte, was in der Vergangenheit negative Folgen für die Abteilung gehabt hat. Daher ist es notwendig, dass in Zukunft solche Entscheidungen gemeinsam getroffen werden.    Ich schlage vor, dass wir uns heute um 14:00 Uhr im Büro treffen, um die Angelegenheit zu besprechen und eine Lösung zu finden. Ich bin mir sicher, dass wir eine Möglichkeit finden werden, um die Situation zu verbessern.    Mit freundlichen Grüßen, C.Arnold",email2,1.0,0.0,1.0,0.0,1.0,0,2,0.0,2.0,0.0,3.0,0,5
462,108,5,8,1,"Sehr geehrter Herr Thiele,  machen Sie sich bitte nicht allzu viele Vorwürfe. Sie Situation war eben eine besondere und Sie haben mit bester Absicht gehandelt, den Kunden zufrieden zu stellen.  Sollte sich so eine Situation noch einmal ergeben, können Sie mich gerne durch unsere Sekretärin kurz aus dem Meeting holen lassen, um taktisch die beste Vorgehensweise abzusprechen. Dann lastet die Entscheidung wenigstens verteilt auf 4 Schultern. Vielleicht schaffe ich es ja mit einem persönlichen Gespräch mit unserem Kunden, sie erneut von uns zu überzeugen und ihnen klar zu machen, dass so ein Fehler nicht noch einmal passiert. Und ich fände es ganz gut, wenn wir in Kürze mit allen unseren Mitarbeitern nochmal ein kurzes Briefing machen, welche besonderen Situationen im Zusammenhang mit Grosskunden auftreten könnten und wie wir eine beste Lösung dafür im Team finden können.",email2,1.0,0.0,2.0,0.0,0.0,0,2,0.0,2.0,0.0,3.0,0,5
463,110,4,7,1,"Lieber Herr Thiele,   mir ist klar, dass Sie das beste für unser Unternehmen im Sinn hatten und Schaden vom Unternehmen abwenden wollten.  Wie Sie jedoch wissen, laufen heiße Aufträge immer über mich, da ich für die reibungslose Umsetzung persönlich verantwortlich bin. Ihnen ist klar, dass diese Aufträge für den Fortbestand unseres Unternehmens (und damit für unser aller Jobs) immens wichtig sind, weshalb ich bedauere, dass sie mich nicht kontaktiert haben. Trotz Besprechungen bin ich in solchen Fällen ansprechbar und eine Unterbrechung der Besprechung durch Sie wäre in diesem Fall notwendig gewesen, auch wenn Ihnen das unangenehm ist. Ich weiß ihre Eigeninitiative durchaus zu schätzen und sehe, dass Sie versucht haben, sich durch Rücksprache mit den Kollegen zusätzlich abzusichern, möchte Sie aber für die Zukunft noch einmal anweisen, mich in solchen Fällen immer zu kontaktieren. Ich werde versuchen, den entstandenen Schaden zu begrenzen, und mit der Kundin (wenn ihre erste Wut verraucht ist) sprechen, um auszuloten, ob eine zukünftige Zusammenarbeit nicht doch denkbar ist. Außerdem werde ich die Geschäftsleitung in Kenntnis setzen. Anschließend werde ich Sie kontaktieren, sodass wir einen Termin vereinbaren und das weitere Vorgehen in einem persönlichen Gespräch klären können.   Mit freundlichen Grüßen, Max Mustermann",email2,1.0,1.0,2.0,0.0,1.0,1,3,0.0,3.0,0.0,1.0,0,4
464,111,4,7,1,"Sehr geehrter Herr Thiele, ich schätze Ihre offenen Worte. Es tut mir leid, dass Sie sich nun Vorwürfe machen. Ich hoffe Sie kommen darüber hinweg. Trotzdem ist uns nun ein wichtiger Kunde verloren gegangen. Solche Fehler dürfen sich nicht wiederholen. Haben Sie eine Idee, wie wir diesbezüglich vorgehen könnten?",email2,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,3.0,0,4
465,112,3,6,1,"Guten Morgen Herr Thiele, vielen Dank für die schnelle Rückmeldung. Grundsätzlich kann ich Ihrer Argumentation folgen. Nichtsdestotrotz haben Sie hier besser gwesen mich zu kontaktieren. Es ist klar formuliert, dass Aufträge der Großkunden nur über mich zu laufen haben.   auch Auch wenn es durch die Besprechnungen sicher nicht einfach war, für die Zukunft müssen wir einen Weg finden, der dies möglich macht. Aus diesem Grund muss ich Sie bitten morgen zur Besprechung in mein Büro zu kommen. MfG MN",email2,1.0,1.0,2.0,0.0,1.0,1,3,0.0,2.0,0.0,1.0,0,3
466,115,3,6,1,"Hallo Herr Thiele, es ist bedauerlich, dass Sie mich wegen der Besprechungen und Meetings, in denen ich mich gestern befunden habe, nicht erreichen konnten. Dass Sie sich mit dem Team besprochen haben, um die problematische Situation anzugehen, finde ich gut. Und dass Ihnen dabei ein Fehler unterlaufen ist, ist menschlich, Mit dem Kunden werde ich dies klären.",email2,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,2.0,0,3
467,116,1,4,0,"Ich verstehe, dass Sie es gut gemeint haben, da ich so viele Termine hatte.",email2,1.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,1
468,117,2,5,1,">>Im sinne der Kundenzufriedenheit zu agieren wird anerkannt, entspricht jedoch nicht den Vorgaben. Um derartige Dissonanzen zu vermeiden, wird ein neues Verfahren bei meiner Abwesenheit eingeführt werden. Kontaktaufnahme mit der Kundin und Entschuldigung wird erwartet, Kundin wird Entschädigung angeboten.<<    Keine Überarbeitung errforderlich",email2,0.0,0.0,2.0,0.0,0.0,0,2,0.0,2.0,0.0,0.0,0,2
469,119,1,4,0,">>Sehr geehrter Herr Thiele, es war bestimmt nur gut gemeint von Ihnen den Auftrag zu bearbeiten, aber leider ist Ihre Bearbeitung völlig fehl geschlagen und der Kunde deshalb sehr unzufrieden. Damit so etwas nicht wieder vorkommt, werden wir für die Zukunft einen Notfallplan erstellen falls ich mal wieder nicht erreichbar bin.",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
470,121,3,6,1,"Hallo, vielen Dank, dass der Auftrag bearbeitet wurde.  Mir ist bewusst, dass Die Kundin nicht ganz einfach ist. Beim Nächsten mal bitte dennoch die Kundin direkt ansprechen und fragen, ob sie mit der Lieferung einverstanden ist. Sollte es zu Beanstandungen kommen, bitte mich umgehend involvieren. Ich versuche dann zu vermitteln. Auch wenn ich in einer Besprechung bin. nur wenn wir als Team zusammen arbeiten kommen wir weiter. auf weiterhin gute zusammenarbeit",email2,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0.0,2.0,0,3
471,123,1,4,0,">>Lieber Herr Thiele, auf Grund Ihrer Ausführungen kann ich nachvollziehen was sie dazu bewogen hat so zu handeln. Da Ihr Handeln aber für die Firma und auch für mich nicht unerhebliche Konsequenzen hat muss ich sie leider abmahnen. Besser wäre es gewesen die Kundin noch um ein paar Stunden zu vertrösten, ihr klarzumachen das sie hochwertige Arbeit von uns erhält, das diese aber ausnahmsweise etwas mehr Zeit in Anspruch nimmt. Das hätte in Ihrem Kompetenzbereich gelegen und die Sache entschärfen können. Für die Zukunft bitte ich um Einhaltung ihrer Befugnisse<<",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
472,124,1,4,0,">>Sehr geehrter Herr Thiele, es ehrt Sie, dass sie um des Auftrages Willen eigenständig die Bearbeitung übernommen haben. Ich kann gut verstehen, dass sie nur das Beste für die Firma wollten. Leider hat ihre Fehleinschätzung der Auftragserfüllung zum Verlust des Großkunden geführt, was einen hohen finanziellen Verlust darstellt. Für die Zukunft möchte ich sie bitten, solche wichtigen Aufträge nicht mehr zu bearbeiten und mir stattdessen eine Dringlichkeits Email zukommen zu lassen.<<",email2,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0,1
473,125,1,4,0,"Lieber Herr Thiele,    Wie besprochen übers Telefon haben wir wegen des Fehlers einen wichtigen Kunden verloren. Ich verstehe dass sie gemacht haben was sie für richtig hielten aber in Zukunft bitte mir vorher Bescheid sagen damit wir es besprechen können.    Mit freundlichen Grüssen,  Herr D",email2,0.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
474,126,5,8,1,"Vielen Dank für Ihren Einsatz. Die Direktive, Großkunden innerhalb von 24 Std. zu bedienen ist eindeutig. Ich war nicht erreichbar für das Team. Sie haben richtig gehandelt. Ich rufe die Kundin an. Ich verstehe Ihre Aufregung, wir besprechen den Vorfall zu einem späteren Zeitpunkt bei einem gemeinsamen Kaffee.",email2,1.0,0.0,1.0,0.0,2.0,0,3,0.0,2.0,0.0,3.0,0,5
475,127,3,6,1,">Guten Tag Herr Thiele,   ich bitte Sie bei einer zukünftigen Entscheidung rechtzeitig auf mich zuzkommen, so ich Ihnen meine Unterstützung anbiete.  wir Menschen machen Fehler, nehmen Sie sich die Sache nicht so sehr zu Herzen.   Auf eine gute Zusammenarbeit weiterhin.   Mit freundlichem Gruß",email2,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,2.0,0,3
476,129,2,5,1,"Hallo Herr Thiel,     ich kann Ihre Notsituation, ind er Sie gehandelt haben, verstehen. Sie dachte, im besten Sinne zu handeln. Aber dies war leider nicht der Fall. Bitte stören sie mich künftig in den Besprechungen,  wenn es wieder dazu kommen sollte. Wir dürfen den Kunden nicht auch noch verlieren, sonst gefährden wir unser aller Arbeitsplätze. Ich versuche den kunden zu besänftigen.  MfG",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,0.0,0,2
477,131,4,7,1,"Hallo Herr Thiele, ich war leider nicht erreichbar u. der Kunde wollte bedient werden. Sie wollten in die Bresche springen u. helfen. Trotzdem ist es falsch gewesen, dann Zeit vor Quaität zu stellen. Wir haben nun einen Kunden weniger und müssen Schadensersatz leisten. Was haben Sie genau falsch gemacht? Vielleicht lässt sich noch etwas biegen mit dem Kunden. Wir müssen nun nach vorne schauen u. das Beste daraus machen.",email2,1.0,0.0,2.0,0.0,0.0,0,2,0.0,3.0,0.0,1.0,0,4
478,132,2,5,1,Fehler können immer mal p.assieren wir sind alle nur Menschen aber bitte das nächste Mal sorgsamer und gründlicher arbeiten nehmen Sie sich die Sache nicht so zu Herzen,email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,2
479,133,2,5,1,"Hallo Herr Thiele, ich kann Ihre Situation nachvollziehen, wir mache das gemeinsam. Beim nächsten Treffen müssen wir über unsere Kommunikation arbeiten. Abläufe müssen optimiert werden. Wir werden gemeinsam mit der Kundin sprechen so das wir es vielleicht klären können.",email2,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0,2
480,134,3,6,1,"Sehr geehrter Herr Thiele,  grundsätzlich kann ich Ihre Vorgehensweise sehr gut verstehen - sicherlich wollten Sie hinsichtlich des Auftrages keinen Alleingang, sondern haben aus der Situation heraus gehandelt. Gerne lade ich Sie ein, den Vorgang direkt mit Ihnen persönlich und detaillierter zu besprechen, damit wir gemeinsam daraus lernen. Ich freue mich auf Ihre Terminvorschläge.  Mit freundlichen Grüßen",email2,1.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.0,1.0,0,3
481,136,5,8,1,">>vielen Dank, dass sich dem Kunden während meiner Abwesenheit angenommen haben. Sie haben sich sicher die größte Mühe gegeben, den Kunden zufriedenzustellen. Ich weiß genau, wie schwer es ist, ohne absicherung von oben, solche Entscheidungen zu treffen. Sie haben genau richtig gehandelt. Der Kunde ist allerdings so unzufrieden, dass er jetzt nicht länger Kunde bei uns bleiben möchte. Wir müssen jetzt alles versuchen, um den Kunden wieder auf unsere Seite zu bekommen. ich werde die gewünschte Hardware bereitstellen und wir werden gemeinsam das Gespräch mit dem Kunden suchen um ihn umzustimmen. Vielleicht würden sie mcih begleiten? Herzlichen Dank für Ihre Bemühungen und Hilfe<<",email2,1.0,0.0,1.0,0.0,2.0,0,3,0.0,2.0,0.0,3.0,0,5
482,137,3,6,1,">>es ist lobenswert, das Sie und das Team bemüht waren den Auftrag selbstständig zu realisieren. Leider nicht mit dem nötigen Erfolg. Wir müssen jetzt abklären wo der eigentliche Fehler liegt und uns um ein Gespräch mit dem Kunden bemühen. Stellen Sie mir umgehend alle relevanten Unterlagen zwecks Prüfung zur Verfügung. In den nächsten Tagen sollten wir eine Regelung für den Umgang mit dieser Problematik finden, um eine Wiederholung ausschließen zu können. An dieser Stelle möchte ich mich für Ihr Engagement bedanken.<<",email2,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0.0,2.0,0,3
483,139,2,5,1,"Ich wertschätze Ihren Einsatz, das Einhalten der Informationsketten sowie die Teamentscheidung.   Ich verstehe den Druck, unter dem angesichts unserer Leitlinien Entscheidungen getroffen werden müssen,  Ihre Entscheidung wird demzufolge von unserer Firma mitgetragen.    Ich versuche, einen Videocall mit dem Kunden vereinbaren, um gemeinsam mit Ihnen die Situation zu erklären. Gegebenenfalls. Ist es so möglich, die Zusammenarbeit mit dem Kunden weiterzuführen und würde Sie bitten, den Kunden zukünftig zu betreuen.",email2,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0.0,1.0,0,2
484,141,2,5,1,">>Sehr geehrter Herr Thiele, ich verstehe Ihre Situation sehr gut und ich verstehe auch dass Sie im Sinne der Kundenzufriedenheit gehandelt haben,aber dennoch hätten Sie versuchen müssen mich irgendwie zu kontaktieren.Wir müssen jetzt unbedingt sehen wie wir so schnell wie möglich diese Kundin wieder zufriedenstellen können.Ich werde mich sofort mit ihr in Verbindung setzen. Wir werden das gemeinsam durchstehen und wir werden diese Kundin gemeinsam wieder zufriedenstellen. Fehler macht jeder Mensch,machen Sie sich nichts draus.Liebe Grüße<<",email2,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,2.0,1,3
485,143,-1,2,0,energischer handeln und alles tun und im notfall geschäftsleitung fragen bei solchen Angelegenheiten.,email2,1.0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1,0
486,144,3,6,1,"Hallo Herr Thiele,   Ich kann Ihre Vorgehensweise von gestern total verstehen.   Ich möchte Sie zukünftig jedoch bitten die heißen Aufträge nur durch mich bearbeiten zu lassen, so wie es auch bisher geregelt ist. Gern kann der Kunde darauf hingewiesen werden, eventuell mit einem Hinweis auf seinen besonders wichtigen Status in unserem Hause. Wenn Sie sich künftig in so einer schwierigen Lage befinden, bitte ich Sie, mich dann aus einer internen Besprechung rauszuholen und zu fragen und bei einem Kundengespräch in einer Pause abzufangen und zu informieren.   Diese Vorgehensweise erbitte ich auch vom restlichen Team - ich werde die Kollegen hierüber informieren.     Danke für Ihre Arbeit und mit freundlichen Grüßen",email2,1.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.0,1.0,0,3
487,145,5,8,1,"Sehr geehrter Herr Thiele,   zunächst vielen Dank, dass Sie sich Gedanken zu der Situation gemacht haben. Ich kann Ihr handeln nachvollziehen und finde es gut, dass Sie diese Entscheidung nicht alleine getroffen haben.   Sie haben die richtige Entscheidung in dieser schwierigen Situation getroffen. Bitte machen Sie sich keine Vorwürfe, Sie haben nichts falsch gemacht. Ein Lob meinerseits. Mein Vorschlag wäre nun, wir setzen uns schnellstmöglich zusammen um das Thema zu besprechen, dadurch erarbeiten wir eine Strategie, die wir im Falle einer wiederholten Situation anwenden können. Ich bitte um eine kurze Rückmeldung, wie Sie meine Idee finden. Vielen Dank! Mfg",email2,1.0,0.0,1.0,0.0,2.0,0,3,0.0,1.0,0.0,4.0,0,5
488,147,0,3,0,"Schön, dass du deine fehler eingestehst, aber du wirst für dein benehmen bezahlen.",email2,0.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1
489,149,5,8,1,"Hallo Herr Thiele, vielen Dank für ihre Einsatzbereitschaft und persönliches Engagement bei der Bearbeitung des Auftrags von gestern. Bitte halten sie mich zukünftig bei solchen Themen auf dem Laufenden, da ich für diese heißen Aufträge selbst Sorge trage. Die Situation war gestern leider so und nun müssen wir schauen, wie wir das Problem im Sinne des Kunden lösen. Ihr Einsatz war richtig und wichtig, ich erkenne Ihre Intention und würdige ihr überlegtes Handeln.     Danke nochmals und auf weiterhin vertrauensvolle Zusammenarbeit.",email2,1.0,0.0,2.0,0.0,2.0,0,4,0.0,2.0,0.0,3.0,0,5
490,150,1,4,0,"Although things did not work out, but your original intention is for the company, I can understand, remember next time.",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
491,151,2,5,1,"Gut gemacht, aber nicht ganz sauber. Nächstes mal,Nimm's nicht zu schwer. Es ist super",email2,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,2.0,0,2
492,152,1,4,0,Moin Herr Thiel leider ist durch Ihnen 1 Kunde verärgert . Es wäre schön wenn sie beim nächsten mal mich kurz informieren und wir finden dann zusammen eine Lösung. Weil nur als Team kann man unmögliches schaffen,email2,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0,1
493,154,2,5,1,"Hallo, leider ist gestern einiges nicht nach Plan gelaufen wofür ich mit entschuldige . Ich war nicht erreichbar und Sie haben eigenständig gehandelt und nicht vorschriftsmäßig war. Ich verstehe Ihr Handeln und es war richtig. Zukünftig darf dies nicht mehr passieren. Dazu werden wir ein Workflow erarbeiten Mit freundlichen Grüßen",email2,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,2
